train_number,from_route,from_station,from_station_name,to_route,to_station,to_station_name,time,arrival,departure
710,San Joaquins,OKJ,"Oakland, CA",San Joaquins,EMY,"Emeryville, CA",480,2024-03-09 15:36:00+00:00,2024-03-09 15:36:00+00:00
710,San Joaquins,EMY,"Emeryville, CA",San Joaquins,RIC,"Richmond, CA",420,2024-03-09 15:44:00+00:00,2024-03-09 15:46:00+00:00
710,San Joaquins,RIC,"Richmond, CA",San Joaquins,MTZ,"Martinez, CA",1620,2024-03-09 15:53:00+00:00,2024-03-09 15:54:00+00:00
710,San Joaquins,MTZ,"Martinez, CA",San Joaquins,ACA,"Antioch-Pittsburg, CA",1440,2024-03-09 16:21:00+00:00,2024-03-09 16:25:00+00:00
710,San Joaquins,ACA,"Antioch-Pittsburg, CA",San Joaquins,SKN,"Stockton, CA",1740,2024-03-09 16:49:00+00:00,2024-03-09 16:50:00+00:00
710,San Joaquins,SKN,"Stockton, CA",San Joaquins,MOD,"Modesto, CA",1860,2024-03-09 17:19:00+00:00,2024-03-09 17:23:00+00:00
710,San Joaquins,MOD,"Modesto, CA",San Joaquins,TRK,"Turlock-Denair, CA",900,2024-03-09 17:54:00+00:00,2024-03-09 17:56:00+00:00
710,San Joaquins,TRK,"Turlock-Denair, CA",San Joaquins,MCD,"Merced, CA",1380,2024-03-09 18:11:00+00:00,2024-03-09 18:12:00+00:00
710,San Joaquins,MCD,"Merced, CA",San Joaquins,MDR,"Madera, CA",1980,2024-03-09 18:35:00+00:00,2024-03-09 18:45:00+00:00
710,San Joaquins,MDR,"Madera, CA",San Joaquins,FNO,"Fresno, CA",1560,2024-03-09 19:18:00+00:00,2024-03-09 19:19:00+00:00
710,San Joaquins,FNO,"Fresno, CA",San Joaquins,HNF,"Hanford, CA",1920,2024-03-09 19:45:00+00:00,2024-03-09 19:49:00+00:00
710,San Joaquins,HNF,"Hanford, CA",San Joaquins,COC,"Corcoran, CA",900,2024-03-09 20:21:00+00:00,2024-03-09 20:24:00+00:00
710,San Joaquins,COC,"Corcoran, CA",San Joaquins,WAC,"Wasco, CA",2160,2024-03-09 20:39:00+00:00,2024-03-09 20:40:00+00:00
710,San Joaquins,WAC,"Wasco, CA",San Joaquins,BFD,"Bakersfield, CA",2400,2024-03-09 21:16:00+00:00,2024-03-09 21:17:00+00:00
710,San Joaquins,BFD,"Bakersfield, CA",San Joaquins,None,None,0,2024-03-09 21:57:00+00:00,2024-03-09 21:57:00+00:00
92,Silver Service / Palmetto,MIA,"Miami, FL",Silver Service / Palmetto,HOL,"Hollywood, FL",1380,2024-03-09 16:40:00+00:00,2024-03-09 16:40:00+00:00
92,Silver Service / Palmetto,HOL,"Hollywood, FL",Silver Service / Palmetto,FTL,"Fort Lauderdale, FL",600,2024-03-09 17:03:00+00:00,2024-03-09 17:05:00+00:00
92,Silver Service / Palmetto,FTL,"Fort Lauderdale, FL",Silver Service / Palmetto,DFB,"Deerfield Beach, FL",720,2024-03-09 17:15:00+00:00,2024-03-09 17:20:00+00:00
92,Silver Service / Palmetto,DFB,"Deerfield Beach, FL",Silver Service / Palmetto,DLB,"Delray Beach, FL",660,2024-03-09 17:32:00+00:00,2024-03-09 17:37:00+00:00
92,Silver Service / Palmetto,DLB,"Delray Beach, FL",Silver Service / Palmetto,WPB,"West Palm Beach, FL",1020,2024-03-09 17:48:00+00:00,2024-03-09 17:51:00+00:00
92,Silver Service / Palmetto,WPB,"West Palm Beach, FL",Silver Service / Palmetto,OKE,"Okeechobee, FL",3120,2024-03-09 18:08:00+00:00,2024-03-09 18:15:00+00:00
92,Silver Service / Palmetto,OKE,"Okeechobee, FL",Silver Service / Palmetto,SBG,"Sebring, FL",2040,2024-03-09 19:07:00+00:00,2024-03-09 19:09:00+00:00
92,Silver Service / Palmetto,SBG,"Sebring, FL",Silver Service / Palmetto,WTH,"Winter Haven, FL",2640,2024-03-09 19:43:00+00:00,2024-03-09 19:45:00+00:00
92,Silver Service / Palmetto,WTH,"Winter Haven, FL",Silver Service / Palmetto,LKL,"Lakeland, FL",1920,2024-03-09 20:29:00+00:00,2024-03-09 20:31:00+00:00
92,Silver Service / Palmetto,LKL,"Lakeland, FL",Silver Service / Palmetto,TPA,"Tampa, FL",3600,2024-03-09 21:03:00+00:00,2024-03-09 21:06:00+00:00
92,Silver Service / Palmetto,TPA,"Tampa, FL",Silver Service / Palmetto,LAK,"Lakeland, FL",2040,2024-03-09 22:06:00+00:00,2024-03-09 22:20:00+00:00
92,Silver Service / Palmetto,LAK,"Lakeland, FL",Silver Service / Palmetto,KIS,"Kissimmee, FL",2520,2024-03-09 22:54:00+00:00,2024-03-09 22:56:00+00:00
92,Silver Service / Palmetto,KIS,"Kissimmee, FL",Silver Service / Palmetto,ORL,"Orlando, FL",1680,2024-03-09 23:38:00+00:00,2024-03-09 23:41:00+00:00
92,Silver Service / Palmetto,ORL,"Orlando, FL",Silver Service / Palmetto,WPK,"Winter Park, FL",900,2024-03-10 00:09:00+00:00,2024-03-10 00:25:00+00:00
92,Silver Service / Palmetto,WPK,"Winter Park, FL",Silver Service / Palmetto,DLD,"DeLand, FL",2400,2024-03-10 00:40:00+00:00,2024-03-10 00:42:00+00:00
92,Silver Service / Palmetto,DLD,"DeLand, FL",Silver Service / Palmetto,PAK,"Palatka, FL",2820,2024-03-10 01:22:00+00:00,2024-03-10 01:24:00+00:00
92,Silver Service / Palmetto,PAK,"Palatka, FL",Silver Service / Palmetto,JAX,"Jacksonville, FL",5400,2024-03-10 02:11:00+00:00,2024-03-10 02:14:00+00:00
92,Silver Service / Palmetto,JAX,"Jacksonville, FL",Silver Service / Palmetto,SAV,"Savannah, GA",8400,2024-03-10 03:44:00+00:00,2024-03-10 04:04:00+00:00
92,Silver Service / Palmetto,SAV,"Savannah, GA",Silver Service / Palmetto,DNK,"Denmark, SC",4860,2024-03-10 06:24:00+00:00,2024-03-10 06:30:00+00:00
92,Silver Service / Palmetto,DNK,"Denmark, SC",Silver Service / Palmetto,CLB,"Columbia, SC",4020,2024-03-10 07:51:00+00:00,2024-03-10 07:53:00+00:00
92,Silver Service / Palmetto,CLB,"Columbia, SC",Silver Service / Palmetto,CAM,"Camden, SC",2340,2024-03-10 09:00:00+00:00,2024-03-10 09:09:00+00:00
92,Silver Service / Palmetto,CAM,"Camden, SC",Silver Service / Palmetto,HAM,"Hamlet, NC",5340,2024-03-10 09:48:00+00:00,2024-03-10 09:50:00+00:00
92,Silver Service / Palmetto,HAM,"Hamlet, NC",Silver Service / Palmetto,SOP,"Southern Pines, NC",2220,2024-03-10 11:19:00+00:00,2024-03-10 11:24:00+00:00
92,Silver Service / Palmetto,SOP,"Southern Pines, NC",Silver Service / Palmetto,CYN,"Cary, NC",4020,2024-03-10 12:01:00+00:00,2024-03-10 12:04:00+00:00
92,Silver Service / Palmetto,CYN,"Cary, NC",Silver Service / Palmetto,RGH,"Raleigh, NC",1980,2024-03-10 13:11:00+00:00,2024-03-10 13:20:00+00:00
92,Silver Service / Palmetto,RGH,"Raleigh, NC",Silver Service / Palmetto,RMT,"Rocky Mount, NC",4560,2024-03-10 13:53:00+00:00,2024-03-10 14:04:00+00:00
92,Silver Service / Palmetto,RMT,"Rocky Mount, NC",Silver Service / Palmetto,PTB,"Petersburg, VA",5160,2024-03-10 15:20:00+00:00,2024-03-10 15:23:00+00:00
92,Silver Service / Palmetto,PTB,"Petersburg, VA",Silver Service / Palmetto,RVR,"Richmond, VA",2340,2024-03-10 16:49:00+00:00,2024-03-10 16:51:00+00:00
92,Silver Service / Palmetto,RVR,"Richmond, VA",Silver Service / Palmetto,ALX,"Alexandria, VA",5760,2024-03-10 17:30:00+00:00,2024-03-10 17:39:00+00:00
92,Silver Service / Palmetto,ALX,"Alexandria, VA",Silver Service / Palmetto,WAS,"Washington, DC",2820,2024-03-10 19:15:00+00:00,2024-03-10 19:17:00+00:00
92,Silver Service / Palmetto,WAS,"Washington, DC",Silver Service / Palmetto,BAL,"Baltimore, MD",120,2024-03-10 20:04:00+00:00,2024-03-10 20:36:00+00:00
92,Silver Service / Palmetto,BAL,"Baltimore, MD",Silver Service / Palmetto,WIL,"Wilmington, DE",2880,2024-03-10 20:38:00+00:00,2024-03-10 20:38:00+00:00
92,Silver Service / Palmetto,WIL,"Wilmington, DE",Silver Service / Palmetto,PHL,"Philadelphia, PA",1200,2024-03-10 21:26:00+00:00,2024-03-10 21:26:00+00:00
92,Silver Service / Palmetto,PHL,"Philadelphia, PA",Silver Service / Palmetto,TRE,"Trenton, NJ",1560,2024-03-10 21:46:00+00:00,2024-03-10 21:48:00+00:00
92,Silver Service / Palmetto,TRE,"Trenton, NJ",Silver Service / Palmetto,NWK,"Newark, NJ",2100,2024-03-10 22:14:00+00:00,2024-03-10 22:16:00+00:00
92,Silver Service / Palmetto,NWK,"Newark, NJ",Silver Service / Palmetto,NYP,"New York, NY",4620,2024-03-10 22:51:00+00:00,2024-03-10 22:53:00+00:00
92,Silver Service / Palmetto,NYP,"New York, NY",Silver Service / Palmetto,None,None,0,2024-03-11 00:10:00+00:00,2024-03-11 00:10:00+00:00
163,Northeast Regional,BOS,"Boston, MA",Northeast Regional,BBY,"Boston, MA",240,2024-03-09 16:40:00+00:00,2024-03-09 16:40:00+00:00
163,Northeast Regional,BBY,"Boston, MA",Northeast Regional,RTE,"Route 128, MA",480,2024-03-09 16:44:00+00:00,2024-03-09 16:45:00+00:00
163,Northeast Regional,RTE,"Route 128, MA",Northeast Regional,PVD,"Providence, RI",1380,2024-03-09 16:53:00+00:00,2024-03-09 16:55:00+00:00
163,Northeast Regional,PVD,"Providence, RI",Northeast Regional,KIN,"Kingston, RI",1200,2024-03-09 17:18:00+00:00,2024-03-09 17:20:00+00:00
163,Northeast Regional,KIN,"Kingston, RI",Northeast Regional,WLY,"Westerly, RI",900,2024-03-09 17:40:00+00:00,2024-03-09 17:41:00+00:00
163,Northeast Regional,WLY,"Westerly, RI",Northeast Regional,NLC,"New London, CT",1260,2024-03-09 17:56:00+00:00,2024-03-09 17:58:00+00:00
163,Northeast Regional,NLC,"New London, CT",Northeast Regional,OSB,"Old Saybrook, CT",1080,2024-03-09 18:19:00+00:00,2024-03-09 18:20:00+00:00
163,Northeast Regional,OSB,"Old Saybrook, CT",Northeast Regional,NHV,"New Haven, CT",1560,2024-03-09 18:38:00+00:00,2024-03-09 18:39:00+00:00
163,Northeast Regional,NHV,"New Haven, CT",Northeast Regional,BRP,"Bridgeport, CT",1200,2024-03-09 19:05:00+00:00,2024-03-09 19:06:00+00:00
163,Northeast Regional,BRP,"Bridgeport, CT",Northeast Regional,STM,"Stamford, CT",1500,2024-03-09 19:26:00+00:00,2024-03-09 19:28:00+00:00
163,Northeast Regional,STM,"Stamford, CT",Northeast Regional,NRO,"New Rochelle, NY",1200,2024-03-09 19:53:00+00:00,2024-03-09 19:55:00+00:00
163,Northeast Regional,NRO,"New Rochelle, NY",Northeast Regional,NYP,"New York, NY",2220,2024-03-09 20:15:00+00:00,2024-03-09 20:16:00+00:00
163,Northeast Regional,NYP,"New York, NY",Northeast Regional,NWK,"Newark, NJ",1560,2024-03-09 20:53:00+00:00,2024-03-09 21:05:00+00:00
163,Northeast Regional,NWK,"Newark, NJ",Northeast Regional,EWR,"Newark, NJ",-300,2024-03-09 21:31:00+00:00,2024-03-09 21:32:00+00:00
163,Northeast Regional,EWR,"Newark, NJ",Northeast Regional,MET,"Metropark, NJ",660,2024-03-09 21:27:00+00:00,2024-03-09 21:28:00+00:00
163,Northeast Regional,MET,"Metropark, NJ",Northeast Regional,TRE,"Trenton, NJ",1320,2024-03-09 21:39:00+00:00,2024-03-09 21:41:00+00:00
163,Northeast Regional,TRE,"Trenton, NJ",Northeast Regional,PHL,"Philadelphia, PA",1620,2024-03-09 22:03:00+00:00,2024-03-09 22:05:00+00:00
163,Northeast Regional,PHL,"Philadelphia, PA",Northeast Regional,WIL,"Wilmington, DE",1080,2024-03-09 22:32:00+00:00,2024-03-09 22:35:00+00:00
163,Northeast Regional,WIL,"Wilmington, DE",Northeast Regional,BAL,"Baltimore, MD",3060,2024-03-09 22:53:00+00:00,2024-03-09 22:55:00+00:00
163,Northeast Regional,BAL,"Baltimore, MD",Northeast Regional,BWI,"BWI Marshall Airport, MD",840,2024-03-09 23:46:00+00:00,2024-03-09 23:48:00+00:00
163,Northeast Regional,BWI,"BWI Marshall Airport, MD",Northeast Regional,NCR,"New Carrollton, MD",960,2024-03-10 00:02:00+00:00,2024-03-10 00:04:00+00:00
163,Northeast Regional,NCR,"New Carrollton, MD",Northeast Regional,WAS,"Washington, DC",1020,2024-03-10 00:20:00+00:00,2024-03-10 00:21:00+00:00
163,Northeast Regional,WAS,"Washington, DC",Northeast Regional,None,None,0,2024-03-10 00:38:00+00:00,2024-03-10 00:38:00+00:00
135,Northeast Regional,BOS,"Boston, MA",Northeast Regional,BBY,"Boston, MA",240,2024-03-09 18:40:00+00:00,2024-03-09 18:40:00+00:00
135,Northeast Regional,BBY,"Boston, MA",Northeast Regional,RTE,"Route 128, MA",540,2024-03-09 18:44:00+00:00,2024-03-09 18:45:00+00:00
135,Northeast Regional,RTE,"Route 128, MA",Northeast Regional,PVD,"Providence, RI",1380,2024-03-09 18:54:00+00:00,2024-03-09 18:55:00+00:00
135,Northeast Regional,PVD,"Providence, RI",Northeast Regional,KIN,"Kingston, RI",1080,2024-03-09 19:18:00+00:00,2024-03-09 19:19:00+00:00
135,Northeast Regional,KIN,"Kingston, RI",Northeast Regional,NLC,"New London, CT",1920,2024-03-09 19:37:00+00:00,2024-03-09 19:40:00+00:00
135,Northeast Regional,NLC,"New London, CT",Northeast Regional,NHV,"New Haven, CT",2940,2024-03-09 20:12:00+00:00,2024-03-09 20:13:00+00:00
135,Northeast Regional,NHV,"New Haven, CT",Northeast Regional,BRP,"Bridgeport, CT",1260,2024-03-09 21:02:00+00:00,2024-03-09 21:04:00+00:00
135,Northeast Regional,BRP,"Bridgeport, CT",Northeast Regional,STM,"Stamford, CT",1620,2024-03-09 21:25:00+00:00,2024-03-09 21:26:00+00:00
135,Northeast Regional,STM,"Stamford, CT",Northeast Regional,NRO,"New Rochelle, NY",1260,2024-03-09 21:53:00+00:00,2024-03-09 21:55:00+00:00
135,Northeast Regional,NRO,"New Rochelle, NY",Northeast Regional,NYP,"New York, NY",2100,2024-03-09 22:16:00+00:00,2024-03-09 22:17:00+00:00
135,Northeast Regional,NYP,"New York, NY",Northeast Regional,NWK,"Newark, NJ",960,2024-03-09 22:52:00+00:00,2024-03-09 23:05:00+00:00
135,Northeast Regional,NWK,"Newark, NJ",Northeast Regional,EWR,"Newark, NJ",240,2024-03-09 23:21:00+00:00,2024-03-09 23:22:00+00:00
135,Northeast Regional,EWR,"Newark, NJ",Northeast Regional,MET,"Metropark, NJ",660,2024-03-09 23:26:00+00:00,2024-03-09 23:27:00+00:00
135,Northeast Regional,MET,"Metropark, NJ",Northeast Regional,TRE,"Trenton, NJ",1320,2024-03-09 23:38:00+00:00,2024-03-09 23:40:00+00:00
135,Northeast Regional,TRE,"Trenton, NJ",Northeast Regional,PHL,"Philadelphia, PA",1800,2024-03-10 00:02:00+00:00,2024-03-10 00:03:00+00:00
135,Northeast Regional,PHL,"Philadelphia, PA",Northeast Regional,WIL,"Wilmington, DE",1140,2024-03-10 00:33:00+00:00,2024-03-10 00:37:00+00:00
135,Northeast Regional,WIL,"Wilmington, DE",Northeast Regional,NRK,"Newark, DE",600,2024-03-10 00:56:00+00:00,2024-03-10 00:57:00+00:00
135,Northeast Regional,NRK,"Newark, DE",Northeast Regional,ABE,"Aberdeen, MD",1200,2024-03-10 01:07:00+00:00,2024-03-10 01:08:00+00:00
135,Northeast Regional,ABE,"Aberdeen, MD",Northeast Regional,BAL,"Baltimore, MD",1560,2024-03-10 01:28:00+00:00,2024-03-10 01:29:00+00:00
135,Northeast Regional,BAL,"Baltimore, MD",Northeast Regional,BWI,"BWI Marshall Airport, MD",780,2024-03-10 01:55:00+00:00,2024-03-10 01:57:00+00:00
135,Northeast Regional,BWI,"BWI Marshall Airport, MD",Northeast Regional,NCR,"New Carrollton, MD",960,2024-03-10 02:10:00+00:00,2024-03-10 02:12:00+00:00
135,Northeast Regional,NCR,"New Carrollton, MD",Northeast Regional,WAS,"Washington, DC",900,2024-03-10 02:28:00+00:00,2024-03-10 02:29:00+00:00
135,Northeast Regional,WAS,"Washington, DC",Northeast Regional,None,None,0,2024-03-10 02:44:00+00:00,2024-03-10 02:44:00+00:00
19,Crescent,NYP,"New York, NY",Crescent,NWK,"Newark, NJ",1020,2024-03-09 19:15:00+00:00,2024-03-09 19:15:00+00:00
19,Crescent,NWK,"Newark, NJ",Crescent,TRE,"Trenton, NJ",2220,2024-03-09 19:32:00+00:00,2024-03-09 19:37:00+00:00
19,Crescent,TRE,"Trenton, NJ",Crescent,PHL,"Philadelphia, PA",1800,2024-03-09 20:14:00+00:00,2024-03-09 20:18:00+00:00
19,Crescent,PHL,"Philadelphia, PA",Crescent,WIL,"Wilmington, DE",1260,2024-03-09 20:48:00+00:00,2024-03-09 20:55:00+00:00
19,Crescent,WIL,"Wilmington, DE",Crescent,BAL,"Baltimore, MD",2940,2024-03-09 21:16:00+00:00,2024-03-09 21:19:00+00:00
19,Crescent,BAL,"Baltimore, MD",Crescent,WAS,"Washington, DC",2880,2024-03-09 22:08:00+00:00,2024-03-09 22:15:00+00:00
19,Crescent,WAS,"Washington, DC",Crescent,ALX,"Alexandria, VA",960,2024-03-09 23:03:00+00:00,2024-03-09 23:30:00+00:00
19,Crescent,ALX,"Alexandria, VA",Crescent,MSS,"Manassas, VA",1860,2024-03-09 23:46:00+00:00,2024-03-09 23:49:00+00:00
19,Crescent,MSS,"Manassas, VA",Crescent,CLP,"Culpeper, VA",1920,2024-03-10 00:20:00+00:00,2024-03-10 00:22:00+00:00
19,Crescent,CLP,"Culpeper, VA",Crescent,CVS,"Charlottesville, VA",3120,2024-03-10 00:54:00+00:00,2024-03-10 00:55:00+00:00
19,Crescent,CVS,"Charlottesville, VA",Crescent,LYH,"Lynchburg, VA",4080,2024-03-10 01:47:00+00:00,2024-03-10 01:52:00+00:00
19,Crescent,LYH,"Lynchburg, VA",Crescent,DAN,"Danville, VA",3960,2024-03-10 03:00:00+00:00,2024-03-10 03:16:00+00:00
19,Crescent,DAN,"Danville, VA",Crescent,GRO,"Greensboro, NC",3660,2024-03-10 04:22:00+00:00,2024-03-10 04:24:00+00:00
19,Crescent,GRO,"Greensboro, NC",Crescent,HPT,"High Point, NC",1980,2024-03-10 05:25:00+00:00,2024-03-10 05:32:00+00:00
19,Crescent,HPT,"High Point, NC",Crescent,SAL,"Salisbury, NC",1140,2024-03-10 06:05:00+00:00,2024-03-10 06:06:00+00:00
19,Crescent,SAL,"Salisbury, NC",Crescent,CLT,"Charlotte, NC",3780,2024-03-10 06:25:00+00:00,2024-03-10 06:27:00+00:00
19,Crescent,CLT,"Charlotte, NC",Crescent,GAS,"Gastonia, NC",1620,2024-03-10 07:30:00+00:00,2024-03-10 07:55:00+00:00
19,Crescent,GAS,"Gastonia, NC",Crescent,SPB,"Spartanburg, SC",3480,2024-03-10 08:22:00+00:00,2024-03-10 08:23:00+00:00
19,Crescent,SPB,"Spartanburg, SC",Crescent,GRV,"Greenville, SC",3600,2024-03-10 09:21:00+00:00,2024-03-10 09:24:00+00:00
19,Crescent,GRV,"Greenville, SC",Crescent,CSN,"Clemson, SC",2160,2024-03-10 10:24:00+00:00,2024-03-10 10:31:00+00:00
19,Crescent,CSN,"Clemson, SC",Crescent,TCA,"Toccoa, GA",2160,2024-03-10 11:07:00+00:00,2024-03-10 11:09:00+00:00
19,Crescent,TCA,"Toccoa, GA",Crescent,GNS,"Gainesville, GA",2340,2024-03-10 11:45:00+00:00,2024-03-10 11:46:00+00:00
19,Crescent,GNS,"Gainesville, GA",Crescent,ATL,"Atlanta, GA",4500,2024-03-10 12:25:00+00:00,2024-03-10 12:28:00+00:00
19,Crescent,ATL,"Atlanta, GA",Crescent,ATN,"Anniston, AL",8400,2024-03-10 13:43:00+00:00,2024-03-10 14:08:00+00:00
19,Crescent,ATN,"Anniston, AL",Crescent,BHM,"Birmingham, AL",8100,2024-03-10 16:28:00+00:00,2024-03-10 16:30:00+00:00
19,Crescent,BHM,"Birmingham, AL",Crescent,TCL,"Tuscaloosa, AL",3300,2024-03-10 18:45:00+00:00,2024-03-10 19:03:00+00:00
19,Crescent,TCL,"Tuscaloosa, AL",Crescent,MEI,"Meridian, MS",7860,2024-03-10 19:58:00+00:00,2024-03-10 20:02:00+00:00
19,Crescent,MEI,"Meridian, MS",Crescent,LAU,"Laurel, MS",3300,2024-03-10 22:13:00+00:00,2024-03-10 22:19:00+00:00
19,Crescent,LAU,"Laurel, MS",Crescent,HBG,"Hattiesburg, MS",1980,2024-03-10 23:14:00+00:00,2024-03-10 23:16:00+00:00
19,Crescent,HBG,"Hattiesburg, MS",Crescent,PIC,"Picayune, MS",3720,2024-03-10 23:49:00+00:00,2024-03-10 23:53:00+00:00
19,Crescent,PIC,"Picayune, MS",Crescent,SDL,"Slidell, LA",1320,2024-03-11 00:55:00+00:00,2024-03-11 00:57:00+00:00
19,Crescent,SDL,"Slidell, LA",Crescent,NOL,"New Orleans, LA",6000,2024-03-11 01:19:00+00:00,2024-03-11 01:22:00+00:00
19,Crescent,NOL,"New Orleans, LA",Crescent,None,None,0,2024-03-11 03:02:00+00:00,2024-03-11 03:02:00+00:00
667,Keystone,NYP,"New York, NY",Keystone,NWK,"Newark, NJ",1020,2024-03-09 20:13:00+00:00,2024-03-09 20:13:00+00:00
667,Keystone,NWK,"Newark, NJ",Keystone,TRE,"Trenton, NJ",2040,2024-03-09 20:30:00+00:00,2024-03-09 20:32:00+00:00
667,Keystone,TRE,"Trenton, NJ",Keystone,PHL,"Philadelphia, PA",1860,2024-03-09 21:06:00+00:00,2024-03-09 21:07:00+00:00
667,Keystone,PHL,"Philadelphia, PA",Keystone,ARD,"Ardmore, PA",720,2024-03-09 21:38:00+00:00,2024-03-09 21:55:00+00:00
667,Keystone,ARD,"Ardmore, PA",Keystone,PAO,"Paoli, PA",720,2024-03-09 22:07:00+00:00,2024-03-09 22:08:00+00:00
667,Keystone,PAO,"Paoli, PA",Keystone,EXT,"Exton, PA",420,2024-03-09 22:20:00+00:00,2024-03-09 22:21:00+00:00
667,Keystone,EXT,"Exton, PA",Keystone,DOW,"Downingtown, PA",240,2024-03-09 22:28:00+00:00,2024-03-09 22:29:00+00:00
667,Keystone,DOW,"Downingtown, PA",Keystone,COT,"Coatesville, PA",240,2024-03-09 22:33:00+00:00,2024-03-09 22:34:00+00:00
667,Keystone,COT,"Coatesville, PA",Keystone,PAR,"Parkesburg, PA",300,2024-03-09 22:38:00+00:00,2024-03-09 22:39:00+00:00
667,Keystone,PAR,"Parkesburg, PA",Keystone,LNC,"Lancaster, PA",1380,2024-03-09 22:44:00+00:00,2024-03-09 22:44:00+00:00
667,Keystone,LNC,"Lancaster, PA",Keystone,MJY,"Mount Joy, PA",600,2024-03-09 23:07:00+00:00,2024-03-09 23:08:00+00:00
667,Keystone,MJY,"Mount Joy, PA",Keystone,ELT,"Elizabethtown, PA",300,2024-03-09 23:18:00+00:00,2024-03-09 23:19:00+00:00
667,Keystone,ELT,"Elizabethtown, PA",Keystone,MID,"Middletown, PA",360,2024-03-09 23:24:00+00:00,2024-03-09 23:25:00+00:00
667,Keystone,MID,"Middletown, PA",Keystone,HAR,"Harrisburg, PA",600,2024-03-09 23:31:00+00:00,2024-03-09 23:32:00+00:00
667,Keystone,HAR,"Harrisburg, PA",Keystone,None,None,0,2024-03-09 23:42:00+00:00,2024-03-09 23:42:00+00:00
352,Michigan Services,CHI,"Chicago, IL",Michigan Services,NBU,"New Buffalo, MI",4440,2024-03-09 20:15:00+00:00,2024-03-09 20:15:00+00:00
352,Michigan Services,NBU,"New Buffalo, MI",Michigan Services,NLS,"Niles, MI",1200,2024-03-09 21:29:00+00:00,2024-03-09 21:31:00+00:00
352,Michigan Services,NLS,"Niles, MI",Michigan Services,KAL,"Kalamazoo, MI",1920,2024-03-09 21:51:00+00:00,2024-03-09 21:52:00+00:00
352,Michigan Services,KAL,"Kalamazoo, MI",Michigan Services,BTL,"Battle Creek, MI",1860,2024-03-09 22:24:00+00:00,2024-03-09 22:26:00+00:00
352,Michigan Services,BTL,"Battle Creek, MI",Michigan Services,JXN,"Jackson, MI",3000,2024-03-09 22:57:00+00:00,2024-03-09 23:03:00+00:00
352,Michigan Services,JXN,"Jackson, MI",Michigan Services,ARB,"Ann Arbor, MI",2160,2024-03-09 23:53:00+00:00,2024-03-09 23:55:00+00:00
352,Michigan Services,ARB,"Ann Arbor, MI",Michigan Services,DER,"Dearborn, MI",2040,2024-03-10 00:31:00+00:00,2024-03-10 00:35:00+00:00
352,Michigan Services,DER,"Dearborn, MI",Michigan Services,DET,"Detroit, MI",1740,2024-03-10 01:09:00+00:00,2024-03-10 01:11:00+00:00
352,Michigan Services,DET,"Detroit, MI",Michigan Services,ROY,"Royal Oak, MI",1200,2024-03-10 01:40:00+00:00,2024-03-10 01:44:00+00:00
352,Michigan Services,ROY,"Royal Oak, MI",Michigan Services,TRM,"Troy, MI",360,2024-03-10 02:04:00+00:00,2024-03-10 02:05:00+00:00
352,Michigan Services,TRM,"Troy, MI",Michigan Services,PNT,"Pontiac, MI",1020,2024-03-10 02:11:00+00:00,2024-03-10 02:12:00+00:00
352,Michigan Services,PNT,"Pontiac, MI",Michigan Services,None,None,0,2024-03-10 02:29:00+00:00,2024-03-10 02:29:00+00:00
97,Silver Service / Palmetto,NYP,"New York, NY",Silver Service / Palmetto,NWK,"Newark, NJ",-240,2024-03-09 20:39:00+00:00,2024-03-09 20:39:00+00:00
97,Silver Service / Palmetto,NWK,"Newark, NJ",Silver Service / Palmetto,TRE,"Trenton, NJ",2220,2024-03-09 20:35:00+00:00,2024-03-09 20:38:00+00:00
97,Silver Service / Palmetto,TRE,"Trenton, NJ",Silver Service / Palmetto,PHL,"Philadelphia, PA",1860,2024-03-09 21:15:00+00:00,2024-03-09 21:18:00+00:00
97,Silver Service / Palmetto,PHL,"Philadelphia, PA",Silver Service / Palmetto,WIL,"Wilmington, DE",1320,2024-03-09 21:49:00+00:00,2024-03-09 21:55:00+00:00
97,Silver Service / Palmetto,WIL,"Wilmington, DE",Silver Service / Palmetto,BAL,"Baltimore, MD",3660,2024-03-09 22:17:00+00:00,2024-03-09 22:20:00+00:00
97,Silver Service / Palmetto,BAL,"Baltimore, MD",Silver Service / Palmetto,WAS,"Washington, DC",1680,2024-03-09 23:21:00+00:00,2024-03-09 23:23:00+00:00
97,Silver Service / Palmetto,WAS,"Washington, DC",Silver Service / Palmetto,ALX,"Alexandria, VA",1020,2024-03-09 23:51:00+00:00,2024-03-10 00:24:00+00:00
97,Silver Service / Palmetto,ALX,"Alexandria, VA",Silver Service / Palmetto,FBG,"Fredericksburg, VA",2820,2024-03-10 00:41:00+00:00,2024-03-10 00:45:00+00:00
97,Silver Service / Palmetto,FBG,"Fredericksburg, VA",Silver Service / Palmetto,RVR,"Richmond, VA",3840,2024-03-10 01:32:00+00:00,2024-03-10 01:35:00+00:00
97,Silver Service / Palmetto,RVR,"Richmond, VA",Silver Service / Palmetto,PTB,"Petersburg, VA",1920,2024-03-10 02:39:00+00:00,2024-03-10 02:49:00+00:00
97,Silver Service / Palmetto,PTB,"Petersburg, VA",Silver Service / Palmetto,RMT,"Rocky Mount, NC",5340,2024-03-10 03:21:00+00:00,2024-03-10 03:23:00+00:00
