train_number,from_route,from_station,from_station_name,to_route,to_station,to_station_name,time,arrival,departure
696,Downeaster,BON,"Boston, MA",Downeaster,None,None,0,2024-03-09 21:15:00+00:00,2024-03-09 21:15:00+00:00
733,Capitol Corridor,SAC,"Sacramento, CA",Capitol Corridor,DAV,"Davis, CA",840,2024-03-09 17:55:00+00:00,2024-03-09 17:55:00+00:00
733,Capitol Corridor,DAV,"Davis, CA",Capitol Corridor,FFV,"Fairfield-Vacaville, CA",1080,2024-03-09 18:09:00+00:00,2024-03-09 18:10:00+00:00
733,Capitol Corridor,FFV,"Fairfield-Vacaville, CA",Capitol Corridor,SUI,"Suisun-Fairfield, CA",300,2024-03-09 18:28:00+00:00,2024-03-09 18:30:00+00:00
733,Capitol Corridor,SUI,"Suisun-Fairfield, CA",Capitol Corridor,MTZ,"Martinez, CA",1080,2024-03-09 18:35:00+00:00,2024-03-09 18:36:00+00:00
733,Capitol Corridor,MTZ,"Martinez, CA",Capitol Corridor,RIC,"Richmond, CA",1440,2024-03-09 18:54:00+00:00,2024-03-09 18:56:00+00:00
733,Capitol Corridor,RIC,"Richmond, CA",Capitol Corridor,BKY,"Berkeley, CA",360,2024-03-09 19:20:00+00:00,2024-03-09 19:21:00+00:00
733,Capitol Corridor,BKY,"Berkeley, CA",Capitol Corridor,EMY,"Emeryville, CA",240,2024-03-09 19:27:00+00:00,2024-03-09 19:29:00+00:00
733,Capitol Corridor,EMY,"Emeryville, CA",Capitol Corridor,OKJ,"Oakland, CA",600,2024-03-09 19:33:00+00:00,2024-03-09 19:34:00+00:00
733,Capitol Corridor,OKJ,"Oakland, CA",Capitol Corridor,OAC,"Oakland, CA",780,2024-03-09 19:44:00+00:00,2024-03-09 19:45:00+00:00
733,Capitol Corridor,OAC,"Oakland, CA",Capitol Corridor,None,None,0,2024-03-09 19:58:00+00:00,2024-03-09 19:58:00+00:00
2254,Acela,WAS,"Washington, DC",Acela,BWI,"BWI Marshall Airport, MD",900,2024-03-09 18:05:00+00:00,2024-03-09 18:05:00+00:00
2254,Acela,BWI,"BWI Marshall Airport, MD",Acela,BAL,"Baltimore, MD",660,2024-03-09 18:20:00+00:00,2024-03-09 18:21:00+00:00
2254,Acela,BAL,"Baltimore, MD",Acela,WIL,"Wilmington, DE",2520,2024-03-09 18:32:00+00:00,2024-03-09 18:34:00+00:00
2254,Acela,WIL,"Wilmington, DE",Acela,PHL,"Philadelphia, PA",1140,2024-03-09 19:16:00+00:00,2024-03-09 19:17:00+00:00
2254,Acela,PHL,"Philadelphia, PA",Acela,MET,"Metropark, NJ",2520,2024-03-09 19:36:00+00:00,2024-03-09 19:39:00+00:00
2254,Acela,MET,"Metropark, NJ",Acela,NWK,"Newark, NJ",780,2024-03-09 20:21:00+00:00,2024-03-09 20:22:00+00:00
2254,Acela,NWK,"Newark, NJ",Acela,NYP,"New York, NY",1020,2024-03-09 20:35:00+00:00,2024-03-09 20:36:00+00:00
2254,Acela,NYP,"New York, NY",Acela,STM,"Stamford, CT",3540,2024-03-09 20:53:00+00:00,2024-03-09 21:02:00+00:00
2254,Acela,STM,"Stamford, CT",Acela,NHV,"New Haven, CT",2160,2024-03-09 22:01:00+00:00,2024-03-09 22:02:00+00:00
2254,Acela,NHV,"New Haven, CT",Acela,PVD,"Providence, RI",5220,2024-03-09 22:38:00+00:00,2024-03-09 22:40:00+00:00
2254,Acela,PVD,"Providence, RI",Acela,RTE,"Route 128, MA",1620,2024-03-10 00:07:00+00:00,2024-03-10 00:08:00+00:00
2254,Acela,RTE,"Route 128, MA",Acela,BBY,"Boston, MA",540,2024-03-10 00:35:00+00:00,2024-03-10 00:36:00+00:00
2254,Acela,BBY,"Boston, MA",Acela,BOS,"Boston, MA",240,2024-03-10 00:45:00+00:00,2024-03-10 00:46:00+00:00
2254,Acela,BOS,"Boston, MA",Acela,None,None,0,2024-03-10 00:50:00+00:00,2024-03-10 00:50:00+00:00
75,Carolinian / Piedmont,RGH,"Raleigh, NC",Carolinian / Piedmont,CYN,"Cary, NC",600,2024-03-09 18:00:00+00:00,2024-03-09 18:00:00+00:00
75,Carolinian / Piedmont,CYN,"Cary, NC",Carolinian / Piedmont,DNC,"Durham, NC",1080,2024-03-09 18:10:00+00:00,2024-03-09 18:12:00+00:00
75,Carolinian / Piedmont,DNC,"Durham, NC",Carolinian / Piedmont,BNC,"Burlington, NC",2220,2024-03-09 18:30:00+00:00,2024-03-09 18:32:00+00:00
75,Carolinian / Piedmont,BNC,"Burlington, NC",Carolinian / Piedmont,GRO,"Greensboro, NC",1380,2024-03-09 19:09:00+00:00,2024-03-09 19:10:00+00:00
75,Carolinian / Piedmont,GRO,"Greensboro, NC",Carolinian / Piedmont,HPT,"High Point, NC",960,2024-03-09 19:33:00+00:00,2024-03-09 19:35:00+00:00
75,Carolinian / Piedmont,HPT,"High Point, NC",Carolinian / Piedmont,SAL,"Salisbury, NC",1920,2024-03-09 19:51:00+00:00,2024-03-09 19:52:00+00:00
75,Carolinian / Piedmont,SAL,"Salisbury, NC",Carolinian / Piedmont,KAN,"Kannapolis, NC",960,2024-03-09 20:24:00+00:00,2024-03-09 20:25:00+00:00
75,Carolinian / Piedmont,KAN,"Kannapolis, NC",Carolinian / Piedmont,CLT,"Charlotte, NC",1680,2024-03-09 20:41:00+00:00,2024-03-09 20:42:00+00:00
75,Carolinian / Piedmont,CLT,"Charlotte, NC",Carolinian / Piedmont,None,None,0,2024-03-09 21:10:00+00:00,2024-03-09 21:10:00+00:00
158,Northeast Regional,NFK,"Norfolk, VA",Northeast Regional,PTB,"Petersburg, VA",5040,2024-03-09 18:04:00+00:00,2024-03-09 18:04:00+00:00
158,Northeast Regional,PTB,"Petersburg, VA",Northeast Regional,RVR,"Richmond, VA",2160,2024-03-09 19:28:00+00:00,2024-03-09 19:30:00+00:00
158,Northeast Regional,RVR,"Richmond, VA",Northeast Regional,ASD,"Ashland, VA",840,2024-03-09 20:06:00+00:00,2024-03-09 20:13:00+00:00
158,Northeast Regional,ASD,"Ashland, VA",Northeast Regional,FBG,"Fredericksburg, VA",2640,2024-03-09 20:27:00+00:00,2024-03-09 20:28:00+00:00
158,Northeast Regional,FBG,"Fredericksburg, VA",Northeast Regional,QAN,"Quantico, VA",1200,2024-03-09 21:12:00+00:00,2024-03-09 21:14:00+00:00
158,Northeast Regional,QAN,"Quantico, VA",Northeast Regional,ALX,"Alexandria, VA",1980,2024-03-09 21:34:00+00:00,2024-03-09 21:35:00+00:00
158,Northeast Regional,ALX,"Alexandria, VA",Northeast Regional,WAS,"Washington, DC",1860,2024-03-09 22:08:00+00:00,2024-03-09 22:10:00+00:00
158,Northeast Regional,WAS,"Washington, DC",Northeast Regional,NCR,"New Carrollton, MD",660,2024-03-09 22:41:00+00:00,2024-03-09 23:10:00+00:00
158,Northeast Regional,NCR,"New Carrollton, MD",Northeast Regional,BWI,"BWI Marshall Airport, MD",840,2024-03-09 23:21:00+00:00,2024-03-09 23:22:00+00:00
158,Northeast Regional,BWI,"BWI Marshall Airport, MD",Northeast Regional,BAL,"Baltimore, MD",900,2024-03-09 23:36:00+00:00,2024-03-09 23:37:00+00:00
158,Northeast Regional,BAL,"Baltimore, MD",Northeast Regional,WIL,"Wilmington, DE",2760,2024-03-09 23:52:00+00:00,2024-03-09 23:54:00+00:00
158,Northeast Regional,WIL,"Wilmington, DE",Northeast Regional,PHL,"Philadelphia, PA",1200,2024-03-10 00:40:00+00:00,2024-03-10 00:42:00+00:00
158,Northeast Regional,PHL,"Philadelphia, PA",Northeast Regional,TRE,"Trenton, NJ",1680,2024-03-10 01:02:00+00:00,2024-03-10 01:05:00+00:00
158,Northeast Regional,TRE,"Trenton, NJ",Northeast Regional,PJC,"Princeton Junction, NJ",480,2024-03-10 01:33:00+00:00,2024-03-10 01:35:00+00:00
158,Northeast Regional,PJC,"Princeton Junction, NJ",Northeast Regional,NBK,"New Brunswick, NJ",780,2024-03-10 01:43:00+00:00,2024-03-10 01:44:00+00:00
158,Northeast Regional,NBK,"New Brunswick, NJ",Northeast Regional,MET,"Metropark, NJ",480,2024-03-10 01:57:00+00:00,2024-03-10 01:58:00+00:00
158,Northeast Regional,MET,"Metropark, NJ",Northeast Regional,EWR,"Newark, NJ",660,2024-03-10 02:06:00+00:00,2024-03-10 02:08:00+00:00
158,Northeast Regional,EWR,"Newark, NJ",Northeast Regional,NWK,"Newark, NJ",180,2024-03-10 02:19:00+00:00,2024-03-10 02:20:00+00:00
158,Northeast Regional,NWK,"Newark, NJ",Northeast Regional,NYP,"New York, NY",1260,2024-03-10 02:23:00+00:00,2024-03-10 02:24:00+00:00
158,Northeast Regional,NYP,"New York, NY",Northeast Regional,None,None,0,2024-03-10 02:45:00+00:00,2024-03-10 02:45:00+00:00
728,Capitol Corridor,SJC,"San Jose, CA",Capitol Corridor,SCC,"Santa Clara, CA",420,2024-03-09 18:08:00+00:00,2024-03-09 18:08:00+00:00
728,Capitol Corridor,SCC,"Santa Clara, CA",Capitol Corridor,GAC,"Santa Clara, CA",360,2024-03-09 18:15:00+00:00,2024-03-09 18:15:00+00:00
728,Capitol Corridor,GAC,"Santa Clara, CA",Capitol Corridor,FMT,"Fremont, CA",960,2024-03-09 18:21:00+00:00,2024-03-09 18:22:00+00:00
728,Capitol Corridor,FMT,"Fremont, CA",Capitol Corridor,HAY,"Hayward, CA",900,2024-03-09 18:38:00+00:00,2024-03-09 18:39:00+00:00
728,Capitol Corridor,HAY,"Hayward, CA",Capitol Corridor,OAC,"Oakland, CA",840,2024-03-09 18:54:00+00:00,2024-03-09 18:54:00+00:00
728,Capitol Corridor,OAC,"Oakland, CA",Capitol Corridor,OKJ,"Oakland, CA",120,2024-03-09 19:08:00+00:00,2024-03-09 19:09:00+00:00
728,Capitol Corridor,OKJ,"Oakland, CA",Capitol Corridor,EMY,"Emeryville, CA",480,2024-03-09 19:11:00+00:00,2024-03-09 19:12:00+00:00
728,Capitol Corridor,EMY,"Emeryville, CA",Capitol Corridor,BKY,"Berkeley, CA",840,2024-03-09 19:20:00+00:00,2024-03-09 19:21:00+00:00
728,Capitol Corridor,BKY,"Berkeley, CA",Capitol Corridor,RIC,"Richmond, CA",480,2024-03-09 19:35:00+00:00,2024-03-09 19:35:00+00:00
728,Capitol Corridor,RIC,"Richmond, CA",Capitol Corridor,MTZ,"Martinez, CA",1620,2024-03-09 19:43:00+00:00,2024-03-09 19:44:00+00:00
728,Capitol Corridor,MTZ,"Martinez, CA",Capitol Corridor,SUI,"Suisun-Fairfield, CA",1080,2024-03-09 20:11:00+00:00,2024-03-09 20:12:00+00:00
728,Capitol Corridor,SUI,"Suisun-Fairfield, CA",Capitol Corridor,FFV,"Fairfield-Vacaville, CA",360,2024-03-09 20:30:00+00:00,2024-03-09 20:34:00+00:00
728,Capitol Corridor,FFV,"Fairfield-Vacaville, CA",Capitol Corridor,DAV,"Davis, CA",1140,2024-03-09 20:40:00+00:00,2024-03-09 20:40:00+00:00
728,Capitol Corridor,DAV,"Davis, CA",Capitol Corridor,SAC,"Sacramento, CA",840,2024-03-09 20:59:00+00:00,2024-03-09 21:00:00+00:00
728,Capitol Corridor,SAC,"Sacramento, CA",Capitol Corridor,None,None,0,2024-03-09 21:14:00+00:00,2024-03-09 21:14:00+00:00
665,Keystone,NYP,"New York, NY",Keystone,NWK,"Newark, NJ",960,2024-03-09 18:05:00+00:00,2024-03-09 18:05:00+00:00
665,Keystone,NWK,"Newark, NJ",Keystone,TRE,"Trenton, NJ",1980,2024-03-09 18:21:00+00:00,2024-03-09 18:23:00+00:00
665,Keystone,TRE,"Trenton, NJ",Keystone,PHL,"Philadelphia, PA",1680,2024-03-09 18:56:00+00:00,2024-03-09 18:58:00+00:00
665,Keystone,PHL,"Philadelphia, PA",Keystone,ARD,"Ardmore, PA",780,2024-03-09 19:26:00+00:00,2024-03-09 19:45:00+00:00
665,Keystone,ARD,"Ardmore, PA",Keystone,PAO,"Paoli, PA",780,2024-03-09 19:58:00+00:00,2024-03-09 20:00:00+00:00
665,Keystone,PAO,"Paoli, PA",Keystone,EXT,"Exton, PA",420,2024-03-09 20:13:00+00:00,2024-03-09 20:14:00+00:00
665,Keystone,EXT,"Exton, PA",Keystone,DOW,"Downingtown, PA",420,2024-03-09 20:21:00+00:00,2024-03-09 20:22:00+00:00
665,Keystone,DOW,"Downingtown, PA",Keystone,COT,"Coatesville, PA",300,2024-03-09 20:29:00+00:00,2024-03-09 20:30:00+00:00
665,Keystone,COT,"Coatesville, PA",Keystone,PAR,"Parkesburg, PA",300,2024-03-09 20:35:00+00:00,2024-03-09 20:36:00+00:00
665,Keystone,PAR,"Parkesburg, PA",Keystone,LNC,"Lancaster, PA",840,2024-03-09 20:41:00+00:00,2024-03-09 20:42:00+00:00
665,Keystone,LNC,"Lancaster, PA",Keystone,MJY,"Mount Joy, PA",780,2024-03-09 20:56:00+00:00,2024-03-09 20:58:00+00:00
665,Keystone,MJY,"Mount Joy, PA",Keystone,ELT,"Elizabethtown, PA",360,2024-03-09 21:11:00+00:00,2024-03-09 21:12:00+00:00
665,Keystone,ELT,"Elizabethtown, PA",Keystone,MID,"Middletown, PA",480,2024-03-09 21:18:00+00:00,2024-03-09 21:19:00+00:00
665,Keystone,MID,"Middletown, PA",Keystone,HAR,"Harrisburg, PA",240,2024-03-09 21:27:00+00:00,2024-03-09 21:28:00+00:00
665,Keystone,HAR,"Harrisburg, PA",Keystone,None,None,0,2024-03-09 21:32:00+00:00,2024-03-09 21:32:00+00:00
2255,Acela,BOS,"Boston, MA",Acela,BBY,"Boston, MA",180,2024-03-09 18:10:00+00:00,2024-03-09 18:10:00+00:00
2255,Acela,BBY,"Boston, MA",Acela,RTE,"Route 128, MA",480,2024-03-09 18:13:00+00:00,2024-03-09 18:15:00+00:00
2255,Acela,RTE,"Route 128, MA",Acela,PVD,"Providence, RI",1020,2024-03-09 18:23:00+00:00,2024-03-09 18:25:00+00:00
2255,Acela,PVD,"Providence, RI",Acela,NHV,"New Haven, CT",5040,2024-03-09 18:42:00+00:00,2024-03-09 18:44:00+00:00
2255,Acela,NHV,"New Haven, CT",Acela,STM,"Stamford, CT",2580,2024-03-09 20:08:00+00:00,2024-03-09 20:10:00+00:00
2255,Acela,STM,"Stamford, CT",Acela,NYP,"New York, NY",3300,2024-03-09 20:53:00+00:00,2024-03-09 20:55:00+00:00
2255,Acela,NYP,"New York, NY",Acela,NWK,"Newark, NJ",780,2024-03-09 21:50:00+00:00,2024-03-09 22:00:00+00:00
2255,Acela,NWK,"Newark, NJ",Acela,MET,"Metropark, NJ",780,2024-03-09 22:13:00+00:00,2024-03-09 22:14:00+00:00
2255,Acela,MET,"Metropark, NJ",Acela,PHL,"Philadelphia, PA",2580,2024-03-09 22:27:00+00:00,2024-03-09 22:29:00+00:00
2255,Acela,PHL,"Philadelphia, PA",Acela,WIL,"Wilmington, DE",1080,2024-03-09 23:12:00+00:00,2024-03-09 23:15:00+00:00
2255,Acela,WIL,"Wilmington, DE",Acela,BAL,"Baltimore, MD",2700,2024-03-09 23:33:00+00:00,2024-03-09 23:35:00+00:00
2255,Acela,BAL,"Baltimore, MD",Acela,BWI,"BWI Marshall Airport, MD",780,2024-03-10 00:20:00+00:00,2024-03-10 00:22:00+00:00
2255,Acela,BWI,"BWI Marshall Airport, MD",Acela,WAS,"Washington, DC",1620,2024-03-10 00:35:00+00:00,2024-03-10 00:37:00+00:00
2255,Acela,WAS,"Washington, DC",Acela,None,None,0,2024-03-10 01:04:00+00:00,2024-03-10 01:04:00+00:00
737,Capitol Corridor,SAC,"Sacramento, CA",Capitol Corridor,DAV,"Davis, CA",840,2024-03-09 18:55:00+00:00,2024-03-09 18:55:00+00:00
737,Capitol Corridor,DAV,"Davis, CA",Capitol Corridor,FFV,"Fairfield-Vacaville, CA",1140,2024-03-09 19:09:00+00:00,2024-03-09 19:10:00+00:00
737,Capitol Corridor,FFV,"Fairfield-Vacaville, CA",Capitol Corridor,SUI,"Suisun-Fairfield, CA",300,2024-03-09 19:29:00+00:00,2024-03-09 19:30:00+00:00
737,Capitol Corridor,SUI,"Suisun-Fairfield, CA",Capitol Corridor,MTZ,"Martinez, CA",1080,2024-03-09 19:35:00+00:00,2024-03-09 19:36:00+00:00
737,Capitol Corridor,MTZ,"Martinez, CA",Capitol Corridor,RIC,"Richmond, CA",1500,2024-03-09 19:54:00+00:00,2024-03-09 19:55:00+00:00
737,Capitol Corridor,RIC,"Richmond, CA",Capitol Corridor,BKY,"Berkeley, CA",360,2024-03-09 20:20:00+00:00,2024-03-09 20:21:00+00:00
737,Capitol Corridor,BKY,"Berkeley, CA",Capitol Corridor,EMY,"Emeryville, CA",240,2024-03-09 20:27:00+00:00,2024-03-09 20:29:00+00:00
737,Capitol Corridor,EMY,"Emeryville, CA",Capitol Corridor,OKJ,"Oakland, CA",600,2024-03-09 20:33:00+00:00,2024-03-09 20:34:00+00:00
737,Capitol Corridor,OKJ,"Oakland, CA",Capitol Corridor,OAC,"Oakland, CA",480,2024-03-09 20:44:00+00:00,2024-03-09 20:45:00+00:00
737,Capitol Corridor,OAC,"Oakland, CA",Capitol Corridor,HAY,"Hayward, CA",900,2024-03-09 20:53:00+00:00,2024-03-09 20:55:00+00:00
737,Capitol Corridor,HAY,"Hayward, CA",Capitol Corridor,FMT,"Fremont, CA",660,2024-03-09 21:10:00+00:00,2024-03-09 21:11:00+00:00
737,Capitol Corridor,FMT,"Fremont, CA",Capitol Corridor,GAC,"Santa Clara, CA",1020,2024-03-09 21:22:00+00:00,2024-03-09 21:23:00+00:00
737,Capitol Corridor,GAC,"Santa Clara, CA",Capitol Corridor,SCC,"Santa Clara, CA",420,2024-03-09 21:40:00+00:00,2024-03-09 21:41:00+00:00
737,Capitol Corridor,SCC,"Santa Clara, CA",Capitol Corridor,SJC,"San Jose, CA",720,2024-03-09 21:48:00+00:00,2024-03-09 21:49:00+00:00
737,Capitol Corridor,SJC,"San Jose, CA",Capitol Corridor,None,None,0,2024-03-09 22:01:00+00:00,2024-03-09 22:01:00+00:00
2216,Acela,WAS,"Washington, DC",Acela,BWI,"BWI Marshall Airport, MD",1200,2024-03-09 19:00:00+00:00,2024-03-09 19:00:00+00:00
2216,Acela,BWI,"BWI Marshall Airport, MD",Acela,BAL,"Baltimore, MD",660,2024-03-09 19:20:00+00:00,2024-03-09 19:21:00+00:00
2216,Acela,BAL,"Baltimore, MD",Acela,WIL,"Wilmington, DE",2640,2024-03-09 19:32:00+00:00,2024-03-09 19:34:00+00:00
2216,Acela,WIL,"Wilmington, DE",Acela,PHL,"Philadelphia, PA",1200,2024-03-09 20:18:00+00:00,2024-03-09 20:19:00+00:00
2216,Acela,PHL,"Philadelphia, PA",Acela,NWK,"Newark, NJ",3180,2024-03-09 20:39:00+00:00,2024-03-09 20:42:00+00:00
2216,Acela,NWK,"Newark, NJ",Acela,NYP,"New York, NY",1080,2024-03-09 21:35:00+00:00,2024-03-09 21:36:00+00:00
2216,Acela,NYP,"New York, NY",Acela,None,None,0,2024-03-09 21:54:00+00:00,2024-03-09 21:54:00+00:00
670,Keystone,HAR,"Harrisburg, PA",Keystone,MID,"Middletown, PA",600,2024-03-09 19:05:00+00:00,2024-03-09 19:05:00+00:00
670,Keystone,MID,"Middletown, PA",Keystone,ELT,"Elizabethtown, PA",360,2024-03-09 19:15:00+00:00,2024-03-09 19:17:00+00:00
670,Keystone,ELT,"Elizabethtown, PA",Keystone,MJY,"Mount Joy, PA",300,2024-03-09 19:23:00+00:00,2024-03-09 19:25:00+00:00
670,Keystone,MJY,"Mount Joy, PA",Keystone,LNC,"Lancaster, PA",420,2024-03-09 19:30:00+00:00,2024-03-09 19:31:00+00:00
670,Keystone,LNC,"Lancaster, PA",Keystone,PAR,"Parkesburg, PA",1080,2024-03-09 19:38:00+00:00,2024-03-09 19:40:00+00:00
670,Keystone,PAR,"Parkesburg, PA",Keystone,COT,"Coatesville, PA",300,2024-03-09 19:58:00+00:00,2024-03-09 19:59:00+00:00
670,Keystone,COT,"Coatesville, PA",Keystone,DOW,"Downingtown, PA",420,2024-03-09 20:04:00+00:00,2024-03-09 20:05:00+00:00
670,Keystone,DOW,"Downingtown, PA",Keystone,EXT,"Exton, PA",360,2024-03-09 20:12:00+00:00,2024-03-09 20:14:00+00:00
670,Keystone,EXT,"Exton, PA",Keystone,PAO,"Paoli, PA",300,2024-03-09 20:20:00+00:00,2024-03-09 20:21:00+00:00
670,Keystone,PAO,"Paoli, PA",Keystone,ARD,"Ardmore, PA",720,2024-03-09 20:26:00+00:00,2024-03-09 20:28:00+00:00
670,Keystone,ARD,"Ardmore, PA",Keystone,PHL,"Philadelphia, PA",540,2024-03-09 20:40:00+00:00,2024-03-09 20:41:00+00:00
670,Keystone,PHL,"Philadelphia, PA",Keystone,TRE,"Trenton, NJ",1620,2024-03-09 20:50:00+00:00,2024-03-09 21:10:00+00:00
670,Keystone,TRE,"Trenton, NJ",Keystone,NWK,"Newark, NJ",1980,2024-03-09 21:37:00+00:00,2024-03-09 21:39:00+00:00
670,Keystone,NWK,"Newark, NJ",Keystone,NYP,"New York, NY",1140,2024-03-09 22:12:00+00:00,2024-03-09 22:13:00+00:00
670,Keystone,NYP,"New York, NY",Keystone,None,None,0,2024-03-09 22:32:00+00:00,2024-03-09 22:32:00+00:00
291,Ethan Allen Express,NYP,"New York, NY",Ethan Allen Express,YNY,"Yonkers, NY",1380,2024-03-09 19:19:00+00:00,2024-03-09 19:19:00+00:00
291,Ethan Allen Express,YNY,"Yonkers, NY",Ethan Allen Express,CRT,"Croton-Harmon, NY",1020,2024-03-09 19:42:00+00:00,2024-03-09 19:43:00+00:00
291,Ethan Allen Express,CRT,"Croton-Harmon, NY",Ethan Allen Express,POU,"Poughkeepsie, NY",2400,2024-03-09 20:00:00+00:00,2024-03-09 20:02:00+00:00
291,Ethan Allen Express,POU,"Poughkeepsie, NY",Ethan Allen Express,RHI,"Rhinecliff, NY",840,2024-03-09 20:42:00+00:00,2024-03-09 20:44:00+00:00
291,Ethan Allen Express,RHI,"Rhinecliff, NY",Ethan Allen Express,HUD,"Hudson, NY",1140,2024-03-09 20:58:00+00:00,2024-03-09 21:00:00+00:00
291,Ethan Allen Express,HUD,"Hudson, NY",Ethan Allen Express,ALB,"Albany-Rensselaer, NY",1680,2024-03-09 21:19:00+00:00,2024-03-09 21:21:00+00:00
291,Ethan Allen Express,ALB,"Albany-Rensselaer, NY",Ethan Allen Express,SDY,"Schenectady, NY",1440,2024-03-09 21:49:00+00:00,2024-03-09 22:04:00+00:00
291,Ethan Allen Express,SDY,"Schenectady, NY",Ethan Allen Express,SAR,"Saratoga Springs, NY",1500,2024-03-09 22:28:00+00:00,2024-03-09 22:29:00+00:00
291,Ethan Allen Express,SAR,"Saratoga Springs, NY",Ethan Allen Express,FED,"Fort Edward-Glens Falls, NY",1200,2024-03-09 22:54:00+00:00,2024-03-09 22:56:00+00:00
291,Ethan Allen Express,FED,"Fort Edward-Glens Falls, NY",Ethan Allen Express,CNV,"Castleton, VT",3540,2024-03-09 23:16:00+00:00,2024-03-09 23:17:00+00:00
291,Ethan Allen Express,CNV,"Castleton, VT",Ethan Allen Express,RUD,"Rutland, VT",1740,2024-03-10 00:16:00+00:00,2024-03-10 00:17:00+00:00
291,Ethan Allen Express,RUD,"Rutland, VT",Ethan Allen Express,MBY,"Middlebury, VT",3120,2024-03-10 00:46:00+00:00,2024-03-10 00:56:00+00:00
291,Ethan Allen Express,MBY,"Middlebury, VT",Ethan Allen Express,VRN,"Ferrisburgh-Vergennes, VT",1080,2024-03-10 01:48:00+00:00,2024-03-10 01:50:00+00:00
291,Ethan Allen Express,VRN,"Ferrisburgh-Vergennes, VT",Ethan Allen Express,BTN,"Burlington, VT",2700,2024-03-10 02:08:00+00:00,2024-03-10 02:10:00+00:00
291,Ethan Allen Express,BTN,"Burlington, VT",Ethan Allen Express,None,None,0,2024-03-10 02:55:00+00:00,2024-03-10 02:55:00+00:00
74,Carolinian / Piedmont,CLT,"Charlotte, NC",Carolinian / Piedmont,KAN,"Kannapolis, NC",1440,2024-03-09 19:20:00+00:00,2024-03-09 19:20:00+00:00
74,Carolinian / Piedmont,KAN,"Kannapolis, NC",Carolinian / Piedmont,SAL,"Salisbury, NC",900,2024-03-09 19:44:00+00:00,2024-03-09 19:45:00+00:00
74,Carolinian / Piedmont,SAL,"Salisbury, NC",Carolinian / Piedmont,HPT,"High Point, NC",1980,2024-03-09 20:00:00+00:00,2024-03-09 20:01:00+00:00
74,Carolinian / Piedmont,HPT,"High Point, NC",Carolinian / Piedmont,GRO,"Greensboro, NC",1020,2024-03-09 20:34:00+00:00,2024-03-09 20:35:00+00:00
74,Carolinian / Piedmont,GRO,"Greensboro, NC",Carolinian / Piedmont,BNC,"Burlington, NC",1200,2024-03-09 20:52:00+00:00,2024-03-09 20:54:00+00:00
74,Carolinian / Piedmont,BNC,"Burlington, NC",Carolinian / Piedmont,DNC,"Durham, NC",2640,2024-03-09 21:14:00+00:00,2024-03-09 21:15:00+00:00
74,Carolinian / Piedmont,DNC,"Durham, NC",Carolinian / Piedmont,CYN,"Cary, NC",1140,2024-03-09 21:59:00+00:00,2024-03-09 22:01:00+00:00
74,Carolinian / Piedmont,CYN,"Cary, NC",Carolinian / Piedmont,RGH,"Raleigh, NC",840,2024-03-09 22:20:00+00:00,2024-03-09 22:22:00+00:00
74,Carolinian / Piedmont,RGH,"Raleigh, NC",Carolinian / Piedmont,None,None,0,2024-03-09 22:36:00+00:00,2024-03-09 22:36:00+00:00
714,San Joaquins,OKJ,"Oakland, CA",San Joaquins,EMY,"Emeryville, CA",420,2024-03-09 19:37:00+00:00,2024-03-09 19:37:00+00:00
714,San Joaquins,EMY,"Emeryville, CA",San Joaquins,RIC,"Richmond, CA",420,2024-03-09 19:44:00+00:00,2024-03-09 19:46:00+00:00
714,San Joaquins,RIC,"Richmond, CA",San Joaquins,MTZ,"Martinez, CA",1620,2024-03-09 19:53:00+00:00,2024-03-09 19:55:00+00:00
714,San Joaquins,MTZ,"Martinez, CA",San Joaquins,ACA,"Antioch-Pittsburg, CA",1440,2024-03-09 20:22:00+00:00,2024-03-09 20:25:00+00:00
714,San Joaquins,ACA,"Antioch-Pittsburg, CA",San Joaquins,SKN,"Stockton, CA",1740,2024-03-09 20:49:00+00:00,2024-03-09 20:50:00+00:00
714,San Joaquins,SKN,"Stockton, CA",San Joaquins,MOD,"Modesto, CA",1860,2024-03-09 21:19:00+00:00,2024-03-09 21:23:00+00:00
714,San Joaquins,MOD,"Modesto, CA",San Joaquins,TRK,"Turlock-Denair, CA",900,2024-03-09 21:54:00+00:00,2024-03-09 21:56:00+00:00
714,San Joaquins,TRK,"Turlock-Denair, CA",San Joaquins,MCD,"Merced, CA",1380,2024-03-09 22:11:00+00:00,2024-03-09 22:12:00+00:00
714,San Joaquins,MCD,"Merced, CA",San Joaquins,MDR,"Madera, CA",2040,2024-03-09 22:35:00+00:00,2024-03-09 22:45:00+00:00
714,San Joaquins,MDR,"Madera, CA",San Joaquins,FNO,"Fresno, CA",1500,2024-03-09 23:19:00+00:00,2024-03-09 23:20:00+00:00
714,San Joaquins,FNO,"Fresno, CA",San Joaquins,HNF,"Hanford, CA",1920,2024-03-09 23:45:00+00:00,2024-03-09 23:49:00+00:00
714,San Joaquins,HNF,"Hanford, CA",San Joaquins,COC,"Corcoran, CA",900,2024-03-10 00:21:00+00:00,2024-03-10 00:24:00+00:00
714,San Joaquins,COC,"Corcoran, CA",San Joaquins,WAC,"Wasco, CA",2160,2024-03-10 00:39:00+00:00,2024-03-10 00:40:00+00:00
